last_name,first_name,div,tourns,games,wins,losses
Schalin,Desiree,WMN,2,18,14,4
Atva,Kerttuli,WMN,2,18,13,5
Basilier,Krista,WMN,2,18,12,6
Nortesuo,Nina,WMN,2,17,12,5
Rentto,Olga,WMN,2,17,12,5
Juusela,Jarna,WMN,2,17,10,7
Nevalainen,Sisko,WMN,2,17,10,7
Tuulensuu,Eija,WMN,2,15,11,4
Glantz,Martin,WMN,2,15,9,6
Holappa,Taina,WMN,2,14,10,4
Carlberg,Sara,WMN,1,12,8,4
Niemenmaa,Mika,WMN,2,12,7,5
Antinoja,Anna-Kaisa,WMN,1,12,5,7
Marttinen,Annariikka,WMN,1,12,5,7
Tikkunen,Anni,WMN,1,12,5,7
Valkola,Anni,WMN,1,12,5,7
Wuolamo,Jutta,WMN,1,12,5,7
Hänninen,Terhi,WMN,1,11,7,4
Laurila,Noora,WMN,1,11,7,4
Nykänen,Soila,WMN,1,11,7,4
Palojärvi,Anna,WMN,1,11,7,4
Hänninen,Milka,WMN,1,11,6,5
Helminen,Meeri,WMN,1,11,6,5
Kekki,Eerika,WMN,1,11,6,5
Martus,Mariia,WMN,1,11,6,5
Noponen,Maria,WMN,1,11,6,5
Obraztcova,Liubov,WMN,1,11,6,5
Pursiainen,Elisa,WMN,1,11,6,5
Rantanen,Katariina,WMN,1,11,6,5
Reunanen,Vappu,WMN,1,11,6,5
Teräväinen,Terhi,WMN,1,11,6,5
Lundström,Heli,WMN,1,10,8,2
Tuokko,Riikka,WMN,1,10,8,2
Vuorela,Susanna,WMN,1,10,8,2
Björkman,Titti,WMN,2,10,7,3
Bruns,Timo,WMN,1,10,7,3
Lammi,Erja,WMN,1,10,7,1
Rautavaara,Kirsti,WMN,1,10,7,3
Spoof,Harri,WMN,2,10,7,3
Ylipiha,Riitta,WMN,1,10,7,1
Hemminki,Liina,WMN,1,10,5,5
Koivikko,Tarja,WMN,1,10,5,5
Kopola,Riinamari,WMN,1,10,5,5
Leino,Sanna-Maija,WMN,1,10,5,5
Saarinen,Meri,WMN,1,10,5,5
Pienihäkkinen,Laura,WMN,1,9,6,3
Eskola,Jonna,WMN,1,9,5,4
Manni,Essi,WMN,1,9,5,4
Adams,Jason,WMN,1,8,6,2
Ala-Mikkula,Anni,WMN,1,8,6,2
Hotari,Roni,WMN,1,8,6,2
Hurme,Saara,WMN,1,8,6,2
Manner,Veera,WMN,1,8,6,2
Peltonen,Emma,WMN,1,8,6,2
Pfister,Raakel,WMN,1,8,6,2
Viljanen,Milla,WMN,1,8,6,2
Gabrielsson,Tua-Maria,WMN,1,8,5,3
Laitila,Anna-Mari,WMN,1,8,5,3
Manni,Kati,WMN,1,8,5,3
Österman,Charlotta,WMN,1,7,5,2
Pettersson,Nina,WMN,1,7,5,2
Saarikoski,Sirkku,WMN,1,7,5,2
Parmas,Mari-Liis,WMN,1,7,4,3
Tiainen,Susanna,WMN,1,4,4,0
Kurki,Milja,WMN,1,2,2,0
Antinoja,Anna-Kaisa,WMS,2,15,9,6
Elonheimo,Marja,WMS,2,15,9,6
Hästbacka,Pirjo,WMS,2,15,9,6
Jouhki,Julia,WMS,2,15,9,6
Kasurinen,Minna,WMS,2,15,9,6
Kuusivaara,Marina,WMS,2,15,9,6
Lindholm,Riikka,WMS,2,15,9,6
Malinen,Heidi,WMS,2,15,9,6
Neuvo,Hanna,WMS,2,15,9,6
Niini,Ella,WMS,2,15,9,6
Perttula,Sonja,WMS,2,15,9,6
Pesola,Hanna,WMS,2,15,9,6
Rämö,Kaisa,WMS,2,15,9,6
Sahlsten,Sonja,WMS,2,15,9,6
Hänninen,Terhi,WMS,1,8,5,3
Hietaniemi,Kukka-Maaria,WMS,1,8,5,3
Koski,Eva,WMS,1,8,5,3
Lappalainen,Maija,WMS,1,8,5,3
Moilanen,Tarja,WMS,1,8,5,3
Peltoniemi,Marjaana,WMS,1,8,5,3
Rättö,Tiina,WMS,1,8,5,3
Ujainen,Johanna,WMS,1,8,5,3
Furka-Elenius,Csilla,WMS,1,7,4,3
Hepa-Aho,Jonna,WMS,1,7,4,3
Lehtinen,Pauliina,WMS,1,7,4,3
Pekkola,Heidi,WMS,1,7,4,3
Ranta-Aho,Heli,WMS,1,7,4,3
Saloila,Meri,WMS,1,7,4,3
Vaahtoranta,Laura,WMS,1,7,4,3
Ylönen,Reija,WMS,1,7,4,3
